"","USAcountry","description","year","consumption"
"9568","Middle income","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2011",""
"9569","Middle income","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2012",""
"9620","North Macedonia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2002",""
"9621","North Macedonia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2003",""
"9622","North Macedonia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2004",""
"9623","North Macedonia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2005","11.28"
"9624","North Macedonia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2006",""
"9625","North Macedonia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2007",""
"9626","North Macedonia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2008",""
"9627","North Macedonia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2009",""
"9628","North Macedonia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2010","9.53"
"9629","North Macedonia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2011",""
"9630","North Macedonia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2012",""
"9681","Mali","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2002",""
"9682","Mali","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2003",""
"9683","Mali","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2004",""
"9684","Mali","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2005","1.82"
"9685","Mali","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2006",""
"9686","Mali","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2007",""
"9687","Mali","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2008",""
"9688","Mali","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2009",""
"9689","Mali","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2010","1.88"
"9690","Mali","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2011",""
"9691","Mali","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2012",""
"9742","Malta","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2002",""
"9743","Malta","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2003",""
"9744","Malta","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2004",""
"9745","Malta","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2005","10.42"
"9746","Malta","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2006",""
"9747","Malta","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2007",""
"9748","Malta","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2008",""
"9749","Malta","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2009",""
"9750","Malta","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2010","10.3"
"9751","Malta","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2011",""
"9752","Malta","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2012",""
"9803","Myanmar","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2002",""
"9804","Myanmar","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2003",""
"9805","Myanmar","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2004",""
"9806","Myanmar","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2005","2.71"
"9807","Myanmar","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2006",""
"9808","Myanmar","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2007",""
"9809","Myanmar","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2008",""
"9810","Myanmar","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2009",""
"9811","Myanmar","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2010","4.78"
"9812","Myanmar","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2011",""
"9813","Myanmar","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2012",""
"9864","Middle East & North Africa (excluding high income)","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2002",""
"9865","Middle East & North Africa (excluding high income)","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2003",""
"9866","Middle East & North Africa (excluding high income)","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2004",""
"9867","Middle East & North Africa (excluding high income)","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2005","1.0712729057864"
"9868","Middle East & North Africa (excluding high income)","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2006",""
"9869","Middle East & North Africa (excluding high income)","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2007",""
"9870","Middle East & North Africa (excluding high income)","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2008",""
"9871","Middle East & North Africa (excluding high income)","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2009",""
"9872","Middle East & North Africa (excluding high income)","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2010","1.2177848622423"
"9873","Middle East & North Africa (excluding high income)","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2011",""
"9874","Middle East & North Africa (excluding high income)","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2012",""
"9925","Montenegro","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2002",""
"9926","Montenegro","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2003",""
"9927","Montenegro","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2004",""
"9928","Montenegro","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2005",""
"9929","Montenegro","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2006",""
"9930","Montenegro","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2007",""
"9931","Montenegro","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2008",""
"9932","Montenegro","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2009",""
"9933","Montenegro","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2010","23.92"
"9934","Montenegro","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2011",""
"9935","Montenegro","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2012",""
"9986","Mongolia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2002",""
"9987","Mongolia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2003",""
"9988","Mongolia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2004",""
"9989","Mongolia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2005","8.21"
"9990","Mongolia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2006",""
"9991","Mongolia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2007",""
"9992","Mongolia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2008",""
"9993","Mongolia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2009",""
"9994","Mongolia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2010","15.05"
"9995","Mongolia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2011",""
"9996","Mongolia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2012",""
"10047","Northern Mariana Islands","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2002",""
"10048","Northern Mariana Islands","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2003",""
"10049","Northern Mariana Islands","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2004",""
"10050","Northern Mariana Islands","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2005",""
"10051","Northern Mariana Islands","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2006",""
"10052","Northern Mariana Islands","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2007",""
"10053","Northern Mariana Islands","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2008",""
"10054","Northern Mariana Islands","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2009",""
"10055","Northern Mariana Islands","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2010",""
"10056","Northern Mariana Islands","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2011",""
"10057","Northern Mariana Islands","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2012",""
"10108","Mozambique","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2002",""
"10109","Mozambique","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2003",""
"10110","Mozambique","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2004",""
"10111","Mozambique","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2005","2.2"
"10112","Mozambique","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2006",""
"10113","Mozambique","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2007",""
"10114","Mozambique","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2008",""
"10115","Mozambique","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2009",""
"10116","Mozambique","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2010","2.75"
"10117","Mozambique","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2011",""
"10118","Mozambique","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2012",""
"10169","Mauritania","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2002",""
"10170","Mauritania","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2003",""
"10171","Mauritania","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2004",""
"10172","Mauritania","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2005","0.23"
"10173","Mauritania","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2006",""
"10174","Mauritania","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2007",""
"10175","Mauritania","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2008",""
"10176","Mauritania","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2009",""
"10177","Mauritania","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2010","0.15"
"10178","Mauritania","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2011",""
"10179","Mauritania","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2012",""
"10230","Mauritius","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2002",""
"10231","Mauritius","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2003",""
"10232","Mauritius","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2004",""
"10233","Mauritius","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2005","8.05"
"10234","Mauritius","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2006",""
"10235","Mauritius","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2007",""
"10236","Mauritius","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2008",""
"10237","Mauritius","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2009",""
"10238","Mauritius","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2010","6.11"
"10239","Mauritius","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2011",""
"10240","Mauritius","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2012",""
"10291","Malawi","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2002",""
"10292","Malawi","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2003",""
"10293","Malawi","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2004",""
"10294","Malawi","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2005","4.73"
"10295","Malawi","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2006",""
"10296","Malawi","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2007",""
"10297","Malawi","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2008",""
"10298","Malawi","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2009",""
"10299","Malawi","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2010","5.29"
"10300","Malawi","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2011",""
"10301","Malawi","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2012",""
"10352","Malaysia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2002",""
"10353","Malaysia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2003",""
"10354","Malaysia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2004",""
"10355","Malaysia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2005","2.05"
"10356","Malaysia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2006",""
"10357","Malaysia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2007",""
"10358","Malaysia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2008",""
"10359","Malaysia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2009",""
"10360","Malaysia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2010","2.11"
"10361","Malaysia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2011",""
"10362","Malaysia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2012",""
"10413","North America","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2002",""
"10414","North America","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2003",""
"10415","North America","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2004",""
"10416","North America","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2005","14.74"
"10417","North America","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2006",""
"10418","North America","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2007",""
"10419","North America","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2008",""
"10420","North America","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2009",""
"10421","North America","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2010","14.6666433870913"
"10422","North America","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2011",""
"10423","North America","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2012",""
"10474","Namibia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2002",""
"10475","Namibia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2003",""
"10476","Namibia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2004",""
"10477","Namibia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2005","4.57"
"10478","Namibia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2006",""
"10479","Namibia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2007",""
"10480","Namibia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2008",""
"10481","Namibia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2009",""
"10482","Namibia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2010","3.36"
"10483","Namibia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2011",""
"10484","Namibia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2012",""
"10535","New Caledonia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2002",""
"10536","New Caledonia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2003",""
"10537","New Caledonia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2004",""
"10538","New Caledonia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2005",""
"10539","New Caledonia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2006",""
"10540","New Caledonia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2007",""
"10541","New Caledonia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2008",""
"10542","New Caledonia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2009",""
"10543","New Caledonia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2010",""
"10544","New Caledonia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2011",""
"10545","New Caledonia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2012",""
"10596","Niger","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2002",""
"10597","Niger","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2003",""
"10598","Niger","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2004",""
"10599","Niger","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2005","0.44"
"10600","Niger","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2006",""
"10601","Niger","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2007",""
"10602","Niger","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2008",""
"10603","Niger","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2009",""
"10604","Niger","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2010","0.55"
"10605","Niger","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2011",""
"10606","Niger","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2012",""
"10657","Nigeria","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2002",""
"10658","Nigeria","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2003",""
"10659","Nigeria","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2004",""
"10660","Nigeria","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2005","20.03"
"10661","Nigeria","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2006",""
"10662","Nigeria","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2007",""
"10663","Nigeria","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2008",""
"10664","Nigeria","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2009",""
"10665","Nigeria","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2010","18.79"
"10666","Nigeria","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2011",""
"10667","Nigeria","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2012",""
"10718","Nicaragua","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2002",""
"10719","Nicaragua","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2003",""
"10720","Nicaragua","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2004",""
"10721","Nicaragua","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2005","8.66"
"10722","Nicaragua","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2006",""
"10723","Nicaragua","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2007",""
"10724","Nicaragua","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2008",""
"10725","Nicaragua","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2009",""
"10726","Nicaragua","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2010","7.84"
"10727","Nicaragua","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2011",""
"10728","Nicaragua","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2012",""
"10779","Netherlands","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2002",""
"10780","Netherlands","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2003",""
"10781","Netherlands","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2004",""
"10782","Netherlands","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2005","16.51"
"10783","Netherlands","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2006",""
"10784","Netherlands","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2007",""
"10785","Netherlands","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2008",""
"10786","Netherlands","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2009",""
"10787","Netherlands","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2010","15.73"
"10788","Netherlands","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2011",""
"10789","Netherlands","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2012",""
"10840","Norway","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2002",""
"10841","Norway","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2003",""
"10842","Norway","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2004",""
"10843","Norway","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2005","13.55"
"10844","Norway","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2006",""
"10845","Norway","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2007",""
"10846","Norway","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2008",""
"10847","Norway","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2009",""
"10848","Norway","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2010","13.59"
"10849","Norway","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2011",""
"10850","Norway","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2012",""
"10901","Nepal","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2002",""
"10902","Nepal","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2003",""
"10903","Nepal","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2004",""
"10904","Nepal","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2005","3.27"
"10905","Nepal","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2006",""
"10906","Nepal","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2007",""
"10907","Nepal","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2008",""
"10908","Nepal","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2009",""
"10909","Nepal","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2010","3.3"
"10910","Nepal","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2011",""
"10911","Nepal","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2012",""
"10962","Nauru","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2002",""
"10963","Nauru","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2003",""
